agency,contractor,adj_weight,chemical
7,333,0.042023706,Salt / Reagent
7,333,0.042023706,Salt / Reagent
7,333,0.042023706,Salt / Reagent
7,333,0.042023706,Salt / Reagent
7,333,0.042023706,Salt / Reagent
7,333,0.042023706,Salt / Reagent
7,333,0.042023706,Salt / Reagent
7,333,0.042023706,Salt / Reagent
7,333,0.041212536,Salt / Reagent
7,333,0.041212536,Salt / Reagent
10,334,0.009719641,Salt / Reagent
10,334,0.009719641,Salt / Reagent
10,334,0.021056884,Salt / Reagent
10,334,0.021056884,Salt / Reagent
10,334,0.019091042,Salt / Reagent
10,334,0.019091042,Salt / Reagent
10,334,0.017750564,Salt / Reagent
10,334,0.017750564,Salt / Reagent
10,334,0.01011269,Salt / Reagent
10,334,0.01011269,Salt / Reagent
10,334,0.021025068,Salt / Reagent
10,334,0.021025068,Salt / Reagent
10,334,0.016348295,Salt / Reagent
10,334,0.016348295,Salt / Reagent
10,334,0.016151542,Salt / Reagent
10,334,0.016151542,Salt / Reagent
10,334,0.016151542,Salt / Reagent
10,334,0.016151542,Salt / Reagent
10,334,0.016153164,Salt / Reagent
10,334,0.016153164,Salt / Reagent
10,334,0.016349918,Salt / Reagent
10,334,0.016349918,Salt / Reagent
10,334,0.01011269,Salt / Reagent
10,334,0.01011269,Salt / Reagent
10,334,0.00279946,Salt / Reagent
10,334,0.00279946,Salt / Reagent
10,334,0.00279946,Salt / Reagent
10,334,0.00279946,Salt / Reagent
10,334,0.00279946,Salt / Reagent
10,334,0.00279946,Salt / Reagent
10,334,0.002647827,Salt / Reagent
10,334,0.002647827,Salt / Reagent
10,334,0.012922204,Salt / Reagent
10,334,0.012922204,Salt / Reagent
10,334,0.012922204,Salt / Reagent
10,334,0.012922204,Salt / Reagent
10,334,0.091074823,Salt / Reagent
10,334,0.091074823,Salt / Reagent
10,334,0.091074823,Salt / Reagent
10,334,0.091074823,Salt / Reagent
1,335,0.000847124,Corrosion
1,335,0.001263933,Corrosion
1,335,0.000745831,Corrosion
1,335,0.000913813,Corrosion
1,335,0.000476552,Corrosion
3,336,0.003693868,Fertilizer / Pesticide
6,337,0.002635844,Fertilizer / Pesticide
6,337,0.002635844,Fertilizer / Pesticide
1,338,0.001579749,Anti-icing / Deicing product
1,338,0.001579749,Anti-icing / Deicing product
1,338,0.000298035,Anti-icing / Deicing product
1,338,0.000298035,Anti-icing / Deicing product
1,338,0.000298035,Anti-icing / Deicing product
1,338,0.000298035,Anti-icing / Deicing product
1,338,0.000298035,Anti-icing / Deicing product
1,338,0.000348359,Anti-icing / Deicing product
1,338,0.000348359,Anti-icing / Deicing product
3,339,0.000732358,Cleaner / Disinfectant
2,339,1.57588E-05,Anti-icing / Deicing product
2,339,0.000233556,Anti-icing / Deicing product
2,339,4.81983E-05,Anti-icing / Deicing product
2,339,2.38687E-05,Anti-icing / Deicing product
2,339,2.04341E-05,Corrosion
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,1.57588E-05,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,0.000121187,Anti-icing / Deicing product
2,339,8.06377E-05,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,0.000621849,Anti-icing / Deicing product
2,339,9.68575E-05,Anti-icing / Deicing product
2,339,0.000113077,Anti-icing / Deicing product
2,339,1.57588E-05,Anti-icing / Deicing product
2,339,4.81983E-05,Anti-icing / Deicing product
2,339,0.000177954,Anti-icing / Deicing product
2,339,0.000104967,Anti-icing / Deicing product
2,339,1.57588E-05,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,3.50149E-05,Detergent
2,339,4.00884E-05,Anti-icing / Deicing product
2,339,0.000202286,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,3.50149E-05,Detergent
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,2.38687E-05,Anti-icing / Deicing product
2,339,0.000113077,Anti-icing / Deicing product
2,339,2.3865E-05,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,0.00013412,Detergent
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,0.00020141,Detergent
2,339,8.74221E-06,Detergent
2,339,2.64552E-05,Detergent
2,339,8.74221E-06,Detergent
2,339,0.00012973,Anti-icing / Deicing product
2,339,1.29972E-05,Detergent
2,339,4.55546E-05,Detergent
2,339,1.29972E-05,Detergent
2,339,3.19786E-05,Anti-icing / Deicing product
2,339,0.000147419,Detergent
2,339,0.000147419,Detergent
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,4.49628E-05,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,2.05558E-05,Detergent
2,339,0.000104623,Detergent
2,339,0.000137586,Detergent
2,339,6.35829E-05,Cleaner / Disinfectant
2,339,1.57588E-05,Anti-icing / Deicing product
2,339,1.57588E-05,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,1.57588E-05,Anti-icing / Deicing product
3,339,0.000708519,Anti-icing / Deicing product
3,339,0.000732358,Cleaner / Disinfectant
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,8.06377E-05,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,7.31639E-05,Detergent
2,339,1.57588E-05,Anti-icing / Deicing product
2,339,4.47987E-05,Detergent
2,339,2.25469E-05,Detergent
2,339,0.000149075,Detergent
2,339,8.74221E-06,Detergent
2,339,0.001900521,Detergent
2,339,6.39608E-05,Detergent
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,3.175E-05,Detergent
2,339,0.000195105,Detergent
2,339,4.00884E-05,Anti-icing / Deicing product
2,339,0.000195105,Detergent
2,339,7.77654E-05,Detergent
2,339,7.64897E-06,Anti-icing / Deicing product
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,1.39614E-05,Detergent
2,339,2.83836E-05,Detergent
2,339,9.49438E-06,Detergent
2,339,1.4472E-05,Detergent
2,339,0.000273562,Detergent
2,339,3.64621E-05,Detergent
2,339,4.22288E-05,Anti-icing / Deicing product
2,339,7.16503E-05,Detergent
2,339,4.51675E-06,Detergent
2,339,0.000220048,Detergent
2,339,2.83836E-05,Detergent
2,339,5.84743E-05,Detergent
2,339,5.86993E-05,Anti-icing / Deicing product
2,339,2.70599E-05,Anti-icing / Deicing product
2,339,0.000114414,Detergent
2,339,4.28058E-05,Detergent
2,339,7.16503E-05,Detergent
2,339,1.94497E-05,Detergent
2,339,9.12751E-05,Anti-icing / Deicing product
2,339,0.000143762,Detergent
2,339,2.44273E-05,Detergent
2,339,6.3452E-05,Detergent
2,339,0.000114917,Detergent
2,339,7.42037E-05,Detergent
2,339,1.39614E-05,Detergent
2,339,0.000100495,Detergent
2,339,1.78863E-05,Anti-icing / Deicing product
2,339,1.78863E-05,Anti-icing / Deicing product
2,339,0.000128382,Detergent
2,339,0.000221317,Detergent
2,339,6.48347E-05,Detergent
2,339,2.10812E-05,Detergent
2,339,1.78863E-05,Anti-icing / Deicing product
2,339,1.94497E-05,Detergent
2,339,0.000283419,Detergent
2,339,6.41654E-05,Detergent
2,339,4.54071E-05,Anti-icing / Deicing product
2,339,4.54071E-05,Anti-icing / Deicing product
2,339,1.78863E-05,Anti-icing / Deicing product
2,339,4.54071E-05,Anti-icing / Deicing product
2,339,7.64897E-05,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,4.26233E-05,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,4.34714E-06,Detergent
2,339,2.31958E-05,Detergent
2,339,0.00010242,Detergent
2,339,7.16503E-05,Detergent
2,339,2.10812E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,4.34714E-06,Detergent
2,339,4.34714E-06,Detergent
2,339,0.00016417,Detergent
2,339,3.03193E-05,Detergent
2,339,2.31958E-05,Detergent
2,339,2.70599E-05,Anti-icing / Deicing product
2,339,0.000430381,Detergent
2,339,4.88657E-05,Anti-icing / Deicing product
2,339,2.10812E-05,Detergent
2,339,1.78863E-05,Anti-icing / Deicing product
2,339,3.62335E-05,Anti-icing / Deicing product
2,339,0.000461243,Detergent
2,339,1.78863E-05,Anti-icing / Deicing product
2,339,1.60022E-05,Detergent
2,339,8.91366E-05,Detergent
2,339,2.54136E-05,Detergent
2,339,2.35793E-05,Detergent
2,339,2.31958E-05,Detergent
2,339,0.00016417,Detergent
2,339,1.60317E-05,Detergent
2,339,4.28058E-05,Detergent
2,339,2.10812E-05,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,9.49438E-06,Detergent
2,339,0.000143762,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,0.000187028,Detergent
2,339,3.62335E-05,Anti-icing / Deicing product
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,0.001313608,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,4.93155E-05,Detergent
2,339,0.001266901,Detergent
2,339,2.31958E-05,Detergent
2,339,2.10812E-05,Detergent
2,339,1.39632E-05,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,2.10812E-05,Detergent
2,339,3.24653E-05,Detergent
2,339,4.51675E-06,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,9.49438E-06,Detergent
2,339,6.41654E-05,Detergent
2,339,0.000183011,Anti-icing / Deicing product
2,339,2.35793E-05,Detergent
2,339,0.000454857,Detergent
2,339,4.26233E-05,Detergent
2,339,0.000756876,Anti-icing / Deicing product
2,339,1.78863E-05,Anti-icing / Deicing product
2,339,7.16503E-05,Detergent
2,339,6.92445E-05,Detergent
2,339,6.92445E-05,Detergent
2,339,6.92445E-05,Detergent
2,339,6.92445E-05,Detergent
2,339,2.31958E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,0.000408839,Detergent
2,339,2.70599E-05,Anti-icing / Deicing product
2,339,3.03193E-05,Detergent
2,339,3.03193E-05,Detergent
2,339,3.03193E-05,Detergent
2,339,7.16503E-05,Detergent
2,339,6.44954E-05,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,9.56997E-05,Detergent
2,339,9.49438E-06,Detergent
2,339,2.69714E-05,Detergent
2,339,2.44273E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,1.60022E-05,Detergent
2,339,6.41654E-05,Detergent
2,339,1.4472E-05,Detergent
2,339,0.000265574,Anti-icing / Deicing product
2,339,1.78863E-05,Anti-icing / Deicing product
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,9.12751E-05,Anti-icing / Deicing product
2,339,6.41654E-05,Detergent
2,339,4.76194E-05,Detergent
2,339,0.000143762,Detergent
2,339,4.51675E-06,Detergent
2,339,0.00036061,Detergent
2,339,9.49438E-06,Detergent
2,339,9.15517E-06,Detergent
2,339,0.000227198,Detergent
2,339,0.000168117,Detergent
2,339,4.34714E-06,Detergent
2,339,6.41654E-05,Detergent
2,339,7.64897E-05,Detergent
2,339,6.41654E-05,Detergent
2,339,1.51375E-05,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,1.39632E-05,Detergent
2,339,9.25288E-06,Detergent
2,339,4.51675E-06,Detergent
2,339,4.51675E-06,Detergent
2,339,0.000319386,Detergent
2,339,4.68525E-05,Detergent
2,339,8.60726E-05,Detergent
2,339,9.99381E-05,Detergent
2,339,9.49438E-06,Detergent
2,339,3.43826E-05,Detergent
2,339,5.86808E-05,Detergent
2,339,0.001617161,Detergent
2,339,1.39614E-05,Detergent
2,339,4.76194E-05,Detergent
2,339,4.51675E-06,Detergent
2,339,2.44273E-05,Detergent
2,339,2.10812E-05,Detergent
2,339,2.83836E-05,Detergent
2,339,4.34714E-06,Detergent
2,339,2.10812E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,3.24653E-05,Detergent
2,339,9.81572E-05,Detergent
2,339,9.81572E-05,Detergent
2,339,9.81572E-05,Detergent
2,339,0.000206563,Detergent
2,339,3.6746E-05,Detergent
2,339,3.043E-05,Detergent
2,339,9.15517E-06,Detergent
2,339,9.71469E-05,Detergent
2,339,3.24653E-05,Detergent
2,339,9.71469E-05,Detergent
2,339,7.10032E-05,Detergent
2,339,5.81038E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,4.46697E-05,Detergent
2,339,0.000309539,Detergent
2,339,1.90607E-05,Detergent
2,339,0.000135016,Detergent
2,339,1.90607E-05,Detergent
2,339,3.85822E-05,Detergent
2,339,7.86706E-05,Detergent
2,339,4.93155E-05,Detergent
2,339,0.0002159,Detergent
2,339,1.90607E-05,Detergent
2,339,5.42931E-05,Detergent
2,339,9.16862E-05,Detergent
2,339,9.16862E-05,Detergent
2,339,0.000419482,Detergent
2,339,0.000419482,Detergent
2,339,0.000419482,Detergent
2,339,0.000419482,Detergent
2,339,0.000419482,Detergent
2,339,1.90607E-05,Detergent
2,339,0.000202627,Detergent
2,339,0.000156276,Detergent
2,339,1.90607E-05,Detergent
2,339,1.87712E-05,Detergent
2,339,0.000112834,Detergent
2,339,0.000193732,Detergent
2,339,0.000193732,Detergent
2,339,6.10701E-05,Detergent
2,339,7.76253E-05,Detergent
2,339,0.000153308,Detergent
2,339,3.50241E-05,Detergent
2,339,0.000103054,Detergent
2,339,2.31958E-05,Detergent
2,339,0.000380563,Detergent
2,339,0.000380563,Detergent
2,339,0.000380563,Detergent
2,339,0.000432206,Detergent
2,339,5.86808E-05,Detergent
2,339,0.000265963,Detergent
2,339,0.000387297,Detergent
2,339,7.06087E-06,Detergent
2,339,9.15517E-06,Detergent
2,339,0.000244717,Detergent
2,339,0.000194755,Detergent
2,339,7.06087E-06,Detergent
2,339,4.34714E-06,Detergent
2,339,1.90607E-05,Detergent
2,339,0.000334639,Detergent
2,339,9.71469E-05,Detergent
2,339,9.71469E-05,Detergent
2,339,6.3063E-05,Detergent
2,339,0.000199491,Detergent
2,339,0.000155712,Detergent
2,339,0.00038894,Detergent
2,339,0.001938104,Detergent
2,339,0.000831007,Detergent
2,339,7.06087E-06,Detergent
2,339,7.06087E-06,Detergent
2,339,7.06087E-06,Detergent
2,339,7.06087E-06,Detergent
2,339,0.002283888,Detergent
2,339,3.62335E-05,Anti-icing / Deicing product
2,339,1.90607E-05,Detergent
2,339,0.000490814,Detergent
2,339,9.09765E-05,Detergent
2,339,9.09765E-05,Detergent
2,339,0.000143762,Detergent
2,339,5.70308E-05,Detergent
2,339,4.68525E-05,Detergent
2,339,0.000174805,Detergent
2,339,0.000196589,Detergent
2,339,0.000155011,Detergent
2,339,7.06087E-06,Detergent
2,339,3.88532E-05,Detergent
2,339,3.88532E-05,Detergent
2,339,7.76253E-05,Detergent
2,339,7.76253E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,9.48019E-05,Detergent
2,339,5.81038E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,0.000112366,Detergent
2,339,8.57075E-05,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,4.26233E-05,Detergent
2,339,6.41654E-05,Detergent
2,339,0.000275079,Detergent
2,339,0.000275079,Detergent
2,339,0.000275079,Detergent
2,339,0.000147604,Detergent
2,339,0.000143516,Detergent
2,339,0.000143516,Detergent
2,339,3.85822E-05,Detergent
2,339,2.44273E-05,Detergent
2,339,0.000610893,Detergent
2,339,0.000610893,Detergent
2,339,0.000610893,Detergent
2,339,5.81038E-05,Detergent
2,339,3.85822E-05,Detergent
2,339,0.000482154,Detergent
2,339,1.90607E-05,Detergent
2,339,0.001250071,Detergent
2,339,4.51675E-06,Detergent
2,339,0.000410126,Detergent
2,339,0.000410126,Detergent
2,339,9.71469E-05,Detergent
2,339,3.85822E-05,Detergent
2,339,1.45826E-05,Detergent
2,339,6.92021E-05,Detergent
2,339,6.92021E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,4.34714E-06,Detergent
2,339,5.64538E-05,Detergent
2,339,0.000167883,Detergent
2,339,2.41139E-05,Detergent
2,339,9.41658E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,2.21044E-05,Detergent
2,339,2.21044E-05,Detergent
2,339,1.4472E-05,Detergent
2,339,5.68059E-05,Detergent
2,339,7.05092E-05,Detergent
2,339,3.24653E-05,Detergent
2,339,1.45826E-05,Detergent
2,339,4.68525E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,0.000345673,Detergent
2,339,5.21915E-05,Detergent
2,339,1.45826E-05,Detergent
2,339,9.49438E-06,Detergent
2,339,2.94621E-05,Detergent
2,339,0.000279721,Detergent
2,339,5.86808E-05,Detergent
2,339,3.62335E-05,Anti-icing / Deicing product
2,339,4.28058E-05,Detergent
2,339,3.71479E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,7.06087E-06,Detergent
2,339,5.81038E-05,Detergent
2,339,0.000116668,Detergent
2,339,2.21044E-05,Detergent
2,339,3.71479E-05,Detergent
2,339,3.71479E-05,Detergent
2,339,3.71479E-05,Detergent
2,339,4.76194E-05,Detergent
2,339,7.06087E-06,Detergent
2,339,0.001098279,Detergent
2,339,6.75355E-05,Detergent
2,339,6.75355E-05,Detergent
2,339,2.83836E-05,Detergent
2,339,6.41654E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,1.87712E-05,Detergent
2,339,8.60726E-05,Detergent
2,339,0.000405366,Detergent
2,339,0.000405366,Detergent
2,339,0.000405366,Detergent
2,339,0.000405366,Detergent
2,339,0.000405366,Detergent
2,339,4.57095E-05,Detergent
2,339,4.07005E-05,Detergent
2,339,5.07535E-05,Detergent
2,339,9.49438E-06,Detergent
2,339,7.06751E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,0.000151222,Detergent
2,339,0.000151222,Detergent
2,339,0.000129277,Detergent
2,339,0.00038894,Detergent
2,339,1.39614E-05,Detergent
2,339,7.47567E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,4.14563E-05,Detergent
2,339,4.14563E-05,Detergent
2,339,1.45826E-05,Detergent
2,339,7.06087E-06,Detergent
2,339,0.000172012,Detergent
2,339,1.78863E-05,Anti-icing / Deicing product
2,339,2.83836E-05,Detergent
2,339,0.000253067,Detergent
2,339,1.90607E-05,Detergent
2,339,2.69806E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,1.13674E-05,Detergent
2,339,0.000185408,Detergent
2,339,8.65242E-05,Detergent
2,339,1.36848E-05,Detergent
2,339,4.54071E-05,Anti-icing / Deicing product
2,339,0.00013619,Detergent
2,339,0.00013619,Detergent
2,339,0.000239977,Detergent
2,339,4.34714E-06,Detergent
2,339,2.10812E-05,Detergent
2,339,1.39632E-05,Detergent
2,339,0.000202627,Detergent
2,339,5.02649E-05,Detergent
2,339,7.06087E-06,Detergent
2,339,8.60099E-05,Detergent
2,339,0.000311676,Detergent
2,339,0.000311676,Detergent
2,339,4.34714E-06,Detergent
2,339,7.78318E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,7.76253E-05,Detergent
2,339,8.71271E-06,Anti-icing / Deicing product
2,339,1.90607E-05,Detergent
2,339,0.001376632,Detergent
2,339,0.001376632,Detergent
2,339,0.001376632,Detergent
2,339,1.90607E-05,Detergent
2,339,0.000244439,Detergent
2,339,0.00034316,Detergent
2,339,7.06087E-06,Detergent
2,339,0.0002159,Detergent
2,339,1.13674E-05,Detergent
2,339,4.35709E-05,Detergent
2,339,0.000116668,Detergent
2,339,7.06087E-06,Detergent
2,339,5.81038E-05,Detergent
2,339,0.000117823,Detergent
2,339,4.15485E-05,Detergent
2,339,2.31958E-05,Detergent
2,339,1.45826E-05,Detergent
2,339,0.00038997,Detergent
2,339,5.81038E-05,Detergent
2,339,1.45826E-05,Detergent
2,339,2.31958E-05,Detergent
2,339,1.90607E-05,Detergent
2,339,0.000209973,Detergent
2,339,3.47918E-05,Detergent
2,339,5.4566E-05,Detergent
2,339,6.59224E-05,Detergent
2,339,4.74166E-05,Detergent
2,339,0.000203549,Detergent
2,339,5.58159E-05,Detergent
2,339,0.000155634,Detergent
2,339,0.000155634,Detergent
2,339,4.0341E-05,Detergent
2,339,1.994E-05,Detergent
2,339,3.24653E-05,Detergent
2,339,1.994E-05,Detergent
2,339,2.10812E-05,Detergent
2,339,0.000104991,Anti-icing / Deicing product
2,339,1.994E-05,Detergent
2,339,0.000159028,Detergent
2,339,1.994E-05,Detergent
2,339,0.000125584,Detergent
2,339,1.60022E-05,Detergent
2,339,0.000407558,Detergent
2,339,3.31953E-05,Detergent
2,339,0.000186418,Detergent
2,339,1.994E-05,Detergent
2,339,0.000429681,Detergent
2,339,7.66446E-05,Detergent
2,339,1.994E-05,Detergent
2,339,6.07419E-05,Detergent
2,339,6.07419E-05,Detergent
2,339,0.00012315,Detergent
2,339,2.7801E-05,Detergent
2,339,1.39632E-05,Detergent
2,339,4.76194E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,0.000203549,Detergent
2,339,0.000256112,Detergent
2,339,1.994E-05,Detergent
2,339,1.994E-05,Detergent
2,339,0.00034618,Detergent
2,339,0.000606944,Detergent
2,339,0.000300963,Detergent
2,339,1.994E-05,Detergent
2,339,1.994E-05,Detergent
2,339,1.994E-05,Detergent
2,339,2.96815E-05,Detergent
2,339,4.74166E-06,Detergent
2,339,0.000302651,Detergent
2,339,0.000159856,Detergent
2,339,0.000159856,Detergent
2,339,9.32551E-05,Detergent
2,339,4.0341E-05,Detergent
2,339,0.000124164,Anti-icing / Deicing product
2,339,1.994E-05,Detergent
2,339,0.000849038,Detergent
2,339,1.87122E-05,Anti-icing / Deicing product
2,339,7.40009E-06,Detergent
2,339,6.41654E-05,Detergent
2,339,0.00010725,Detergent
2,339,7.81489E-05,Detergent
2,339,0.001658282,Detergent
2,339,7.30754E-05,Detergent
2,339,0.0002217,Detergent
2,339,4.0341E-05,Detergent
2,339,0.000367267,Detergent
2,339,8.11429E-05,Detergent
2,339,1.994E-05,Detergent
2,339,0.000350039,Detergent
2,339,0.000350039,Detergent
2,339,5.98238E-05,Detergent
2,339,0.000101544,Detergent
2,339,1.994E-05,Detergent
2,339,0.000393156,Detergent
2,339,2.10812E-05,Detergent
2,339,4.6705E-05,Detergent
2,339,1.994E-05,Detergent
2,339,3.66225E-05,Detergent
2,339,8.99662E-05,Detergent
2,339,0.000127896,Detergent
2,339,6.32492E-05,Detergent
2,339,4.74166E-06,Detergent
2,339,2.03493E-05,Detergent
2,339,2.03493E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,0.000316958,Detergent
2,339,0.000316958,Detergent
2,339,0.000432562,Detergent
2,339,0.000146217,Detergent
2,339,0.000171371,Detergent
2,339,0.000636409,Detergent
2,339,6.07419E-05,Detergent
2,339,0.000203549,Detergent
2,339,9.94421E-06,Detergent
2,339,0.000331105,Detergent
2,339,3.10383E-05,Detergent
2,339,1.994E-05,Detergent
2,339,4.56025E-05,Detergent
2,339,3.24653E-05,Detergent
2,339,0.000451675,Detergent
2,339,0.000285892,Detergent
2,339,0.000120109,Detergent
2,339,0.000102989,Detergent
2,339,9.12567E-06,Anti-icing / Deicing product
2,339,0.000136535,Detergent
2,339,4.89836E-05,Detergent
2,339,1.59137E-05,Detergent
2,339,6.77032E-05,Detergent
2,339,0.000101544,Detergent
2,339,7.40009E-06,Detergent
2,339,8.57075E-05,Detergent
2,339,4.51121E-05,Detergent
2,339,0.000454053,Detergent
2,339,9.15517E-06,Detergent
2,339,6.07419E-05,Detergent
2,339,4.0341E-05,Detergent
2,339,7.81489E-05,Detergent
2,339,0.001722908,Detergent
2,339,0.000117823,Detergent
2,339,7.05792E-05,Detergent
2,339,3.24653E-05,Detergent
2,339,0.000171876,Detergent
2,339,6.40124E-05,Detergent
2,339,1.19002E-05,Detergent
2,339,7.40009E-06,Detergent
2,339,0.000104014,Detergent
2,339,1.46103E-05,Detergent
2,339,3.25243E-05,Detergent
2,339,3.5839E-05,Detergent
2,339,4.89836E-05,Detergent
2,339,0.00010475,Detergent
2,339,0.000896178,Detergent
2,339,0.000896178,Detergent
2,339,0.000896178,Detergent
2,339,0.000297158,Detergent
2,339,0.00010725,Detergent
2,339,0.000273895,Detergent
2,339,0.000165322,Detergent
2,339,4.26233E-05,Detergent
2,339,2.10812E-05,Detergent
2,339,9.94421E-06,Detergent
2,339,5.98238E-05,Detergent
2,339,1.19002E-05,Detergent
2,339,0.001468219,Detergent
2,339,0.001468219,Detergent
2,339,1.87122E-05,Anti-icing / Deicing product
2,339,5.98238E-05,Detergent
2,339,0.000118626,Detergent
2,339,0.000899256,Detergent
2,339,1.994E-05,Detergent
2,339,4.0341E-05,Detergent
2,339,5.03258E-05,Detergent
2,339,9.12567E-06,Anti-icing / Deicing product
2,339,1.994E-05,Detergent
2,339,0.000133189,Detergent
2,339,1.19002E-05,Detergent
2,339,1.87122E-05,Anti-icing / Deicing product
2,339,5.0901E-05,Detergent
2,339,1.994E-05,Detergent
2,339,4.36668E-05,Detergent
2,339,0.000340705,Detergent
2,339,9.12567E-06,Anti-icing / Deicing product
2,339,1.19002E-05,Detergent
2,339,6.48992E-05,Detergent
2,339,4.34714E-06,Detergent
2,339,0.000698565,Detergent
2,339,0.000359006,Detergent
2,339,0.000119699,Detergent
2,339,3.0371E-05,Detergent
2,339,7.08926E-05,Detergent
2,339,0.000155616,Detergent
2,339,0.00012315,Detergent
2,339,0.000117454,Detergent
2,339,0.000101544,Detergent
2,339,0.000308824,Detergent
2,339,3.78854E-05,Anti-icing / Deicing product
2,339,1.19002E-05,Detergent
2,339,4.34714E-06,Detergent
2,339,1.994E-05,Detergent
2,339,1.52611E-05,Detergent
2,339,8.0057E-05,Detergent
2,339,8.0057E-05,Detergent
2,339,0.000225607,Detergent
2,339,9.12567E-06,Anti-icing / Deicing product
2,339,7.40009E-06,Detergent
2,339,0.00016855,Detergent
2,339,8.6067E-05,Detergent
2,339,5.22228E-05,Detergent
2,339,0.000121945,Detergent
2,339,7.37059E-05,Detergent
2,339,0.000184221,Detergent
2,339,2.10812E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,0.000538092,Detergent
2,339,7.40009E-06,Detergent
2,339,4.74166E-06,Detergent
2,339,6.41654E-05,Detergent
2,339,6.41654E-05,Detergent
2,339,0.000718244,Anti-icing / Deicing product
2,339,0.00012315,Detergent
2,339,7.74705E-05,Detergent
2,339,2.8697E-05,Detergent
2,339,4.76194E-05,Detergent
2,339,7.37059E-05,Detergent
2,339,2.96815E-05,Detergent
2,339,1.994E-05,Detergent
2,339,2.10812E-05,Detergent
2,339,0.000135978,Detergent
2,339,4.0341E-05,Detergent
2,339,5.70585E-05,Anti-icing / Deicing product
2,339,5.70585E-05,Anti-icing / Deicing product
2,339,2.581E-05,Detergent
2,339,2.581E-05,Detergent
2,339,3.6499E-05,Anti-icing / Deicing product
2,339,5.98238E-05,Detergent
2,339,1.994E-05,Detergent
2,339,2.10812E-05,Detergent
2,339,3.66225E-05,Detergent
2,339,0.003265699,Detergent
2,339,0.003265699,Detergent
2,339,0.003265699,Detergent
2,339,0.003265699,Detergent
2,339,0.003265699,Detergent
2,339,0.003265699,Detergent
2,339,0.000790781,Detergent
2,339,0.000402341,Detergent
2,339,0.000128493,Detergent
2,339,4.26233E-05,Detergent
2,339,4.26233E-05,Detergent
2,339,0.001691403,Detergent
2,339,0.001691403,Detergent
2,339,0.001691403,Detergent
2,339,0.001691403,Detergent
2,339,0.001691403,Detergent
2,339,0.001691403,Detergent
